L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,mul_cap,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value
2.25E-07,1.30E-06,2.00E-07,1,14,13,78,216,10,6.64E-09,1.04E-08,3.63E-05,78.21,2.29E+08,4.37E+06,2.32E+08,1.29E-03,48.21,2.08E+08
2.25E-07,1.30E-06,2.50E-07,1,14,13,78,270,10,6.76E-09,1.02E-08,2.99E-05,73.06,2.18E+08,3.87E+06,2.21E+08,1.29E-03,48.86,1.99E+08
2.25E-07,1.30E-06,3.00E-07,1,14,13,78,324,10,6.89E-09,1.02E-08,2.59E-05,66.97,2.04E+08,3.48E+06,2.05E+08,1.29E-03,49.34,1.91E+08
2.25E-07,1.30E-06,3.50E-07,1,14,13,78,378,10,7.01E-09,1.01E-08,2.33E-05,60.66,1.88E+08,3.11E+06,1.90E+08,1.29E-03,49.73,1.75E+08
2.25E-07,1.30E-06,4.00E-07,1,14,13,78,432,10,7.13E-09,1.02E-08,2.16E-05,54.52,1.73E+08,2.82E+06,1.75E+08,1.29E-03,50.08,1.71E+08
2.25E-07,1.30E-06,4.50E-07,1,14,13,78,486,10,7.24E-09,1.02E-08,2.04E-05,49.1,1.57E+08,2.54E+06,1.57E+08,1.29E-03,50.38,1.59E+08
2.25E-07,1.40E-06,2.00E-07,1,14,14,84,216,10,6.47E-09,1.03E-08,3.64E-05,78.55,2.42E+08,4.63E+06,2.43E+08,1.38E-03,48.09,2.21E+08
2.25E-07,1.40E-06,2.50E-07,1,14,14,84,270,10,6.58E-09,1.01E-08,3.00E-05,73.28,2.31E+08,4.09E+06,2.33E+08,1.38E-03,48.74,2.14E+08
2.25E-07,1.40E-06,3.00E-07,1,14,14,84,324,10,6.70E-09,1.01E-08,2.60E-05,66.48,2.12E+08,3.68E+06,2.14E+08,1.38E-03,49.23,2.06E+08
2.25E-07,1.40E-06,3.50E-07,1,14,14,84,378,10,6.81E-09,1.00E-08,2.34E-05,60.39,1.96E+08,3.30E+06,1.97E+08,1.38E-03,49.63,1.87E+08
2.25E-07,1.40E-06,4.00E-07,1,14,14,84,432,10,6.92E-09,1.00E-08,2.17E-05,54.29,1.81E+08,2.98E+06,1.83E+08,1.38E-03,49.98,1.82E+08
2.25E-07,1.40E-06,4.50E-07,1,14,14,84,486,10,7.01E-09,1.01E-08,2.04E-05,48.75,1.65E+08,2.70E+06,1.66E+08,1.38E-03,50.29,1.71E+08
2.25E-07,1.50E-06,2.00E-07,1,14,15,90,216,10,6.32E-09,1.02E-08,3.65E-05,78.89,2.54E+08,4.86E+06,2.55E+08,1.47E-03,47.97,2.37E+08
2.25E-07,1.50E-06,2.50E-07,1,14,15,90,270,10,6.42E-09,1.00E-08,3.01E-05,72.25,2.38E+08,4.33E+06,2.40E+08,1.47E-03,48.63,2.28E+08
2.25E-07,1.50E-06,3.00E-07,1,14,15,90,324,10,6.53E-09,9.97E-09,2.61E-05,66.45,2.24E+08,3.86E+06,2.27E+08,1.47E-03,49.13,2.19E+08
2.25E-07,1.50E-06,3.50E-07,1,14,15,90,378,10,6.64E-09,9.95E-09,2.35E-05,60.09,2.07E+08,3.48E+06,2.09E+08,1.47E-03,49.53,1.99E+08
2.25E-07,1.50E-06,4.00E-07,1,14,15,90,432,10,6.73E-09,9.95E-09,2.17E-05,54.16,1.89E+08,3.12E+06,1.90E+08,1.47E-03,49.88,1.94E+08
2.25E-07,1.50E-06,4.50E-07,1,14,15,90,486,10,6.82E-09,9.97E-09,2.05E-05,48.53,1.72E+08,2.85E+06,1.74E+08,1.47E-03,50.19,1.80E+08
2.25E-07,1.60E-06,2.00E-07,1,14,16,96,216,10,6.18E-09,1.02E-08,3.66E-05,79.25,2.66E+08,5.10E+06,2.69E+08,1.55E-03,47.86,2.52E+08
2.25E-07,1.60E-06,2.50E-07,1,14,16,96,270,10,6.28E-09,9.98E-09,3.02E-05,72.44,2.49E+08,4.55E+06,2.50E+08,1.55E-03,48.52,2.39E+08
2.25E-07,1.60E-06,3.00E-07,1,14,16,96,324,10,6.38E-09,9.90E-09,2.62E-05,66.41,2.35E+08,4.04E+06,2.38E+08,1.55E-03,49.02,2.26E+08
2.25E-07,1.60E-06,3.50E-07,1,14,16,96,378,10,6.48E-09,9.88E-09,2.36E-05,59.93,2.14E+08,3.65E+06,2.16E+08,1.55E-03,49.43,2.19E+08
2.25E-07,1.60E-06,4.00E-07,1,14,16,96,432,10,6.57E-09,9.88E-09,2.18E-05,53.55,1.98E+08,3.28E+06,1.99E+08,1.55E-03,49.78,2.03E+08
2.25E-07,1.60E-06,4.50E-07,1,14,16,96,486,10,6.65E-09,9.89E-09,2.06E-05,48.43,1.78E+08,2.99E+06,1.80E+08,1.55E-03,50.09,1.84E+08
2.25E-07,1.70E-06,2.00E-07,1,14,17,102,216,10,6.06E-09,1.01E-08,3.67E-05,79.65,2.78E+08,5.35E+06,2.82E+08,1.64E-03,47.74,2.67E+08
2.25E-07,1.70E-06,2.50E-07,1,14,17,102,270,10,6.16E-09,9.92E-09,3.03E-05,72.62,2.60E+08,4.75E+06,2.62E+08,1.64E-03,48.41,2.53E+08
2.25E-07,1.70E-06,3.00E-07,1,14,17,102,324,10,6.25E-09,9.85E-09,2.63E-05,65.93,2.40E+08,4.24E+06,2.42E+08,1.64E-03,48.92,2.44E+08
2.25E-07,1.70E-06,3.50E-07,1,14,17,102,378,10,6.34E-09,9.82E-09,2.37E-05,59.67,2.24E+08,3.81E+06,2.26E+08,1.64E-03,49.33,2.31E+08
2.25E-07,1.70E-06,4.00E-07,1,14,17,102,432,10,6.42E-09,9.81E-09,2.19E-05,53.62,2.04E+08,3.45E+06,2.05E+08,1.64E-03,49.68,2.08E+08
2.25E-07,1.70E-06,4.50E-07,1,14,17,102,486,10,6.49E-09,9.82E-09,2.07E-05,48.44,1.84E+08,3.12E+06,1.86E+08,1.64E-03,50,1.95E+08
2.25E-07,1.80E-06,2.00E-07,1,14,18,108,216,10,5.96E-09,1.01E-08,3.68E-05,80.05,2.90E+08,5.59E+06,2.94E+08,1.72E-03,47.63,2.77E+08
2.25E-07,1.80E-06,2.50E-07,1,14,18,108,270,10,6.04E-09,9.88E-09,3.04E-05,72.81,2.72E+08,4.93E+06,2.75E+08,1.72E-03,48.31,2.67E+08
2.25E-07,1.80E-06,3.00E-07,1,14,18,108,324,10,6.13E-09,9.80E-09,2.64E-05,65.93,2.51E+08,4.43E+06,2.51E+08,1.72E-03,48.82,2.56E+08
2.25E-07,1.80E-06,3.50E-07,1,14,18,108,378,10,6.22E-09,9.77E-09,2.38E-05,59.38,2.34E+08,3.95E+06,2.36E+08,1.72E-03,49.23,2.34E+08
2.25E-07,1.80E-06,4.00E-07,1,14,18,108,432,10,6.29E-09,9.76E-09,2.20E-05,53.08,2.13E+08,3.59E+06,2.15E+08,1.72E-03,49.59,2.19E+08
2.25E-07,1.80E-06,4.50E-07,1,14,18,108,486,10,6.36E-09,9.76E-09,2.08E-05,47.79,1.92E+08,3.26E+06,1.93E+08,1.72E-03,49.91,2.03E+08
2.25E-07,1.90E-06,3.00E-07,1,14,19,114,324,10,6.03E-09,9.76E-09,2.65E-05,65.9,2.61E+08,4.60E+06,2.63E+08,1.81E-03,48.72,2.70E+08
2.25E-07,1.90E-06,3.50E-07,1,14,19,114,378,10,6.11E-09,9.72E-09,2.38E-05,59.4,2.37E+08,4.13E+06,2.40E+08,1.81E-03,49.13,2.47E+08
2.25E-07,1.90E-06,4.00E-07,1,14,19,114,432,10,6.18E-09,9.71E-09,2.21E-05,53.31,2.18E+08,3.74E+06,2.20E+08,1.81E-03,49.5,2.31E+08
2.25E-07,1.90E-06,4.50E-07,1,14,19,114,486,10,6.24E-09,9.72E-09,2.08E-05,47.99,1.97E+08,3.40E+06,1.98E+08,1.81E-03,49.82,2.16E+08
2.25E-07,2.00E-06,2.00E-07,2,14,20,120,216,10,7.49E-09,1.08E-08,3.59E-05,77.38,1.83E+08,3.34E+06,1.85E+08,9.42E-04,48.86,1.56E+08
2.25E-07,2.00E-06,2.50E-07,2,14,20,120,270,10,7.66E-09,1.07E-08,2.95E-05,71.82,1.73E+08,2.98E+06,1.75E+08,9.42E-04,49.49,1.46E+08
2.25E-07,2.00E-06,3.00E-07,2,14,20,120,324,10,7.81E-09,1.07E-08,2.56E-05,66.33,1.62E+08,2.67E+06,1.63E+08,9.42E-04,49.96,1.43E+08
2.25E-07,2.00E-06,3.50E-07,2,14,20,120,378,10,7.97E-09,1.07E-08,2.30E-05,60.3,1.51E+08,2.40E+06,1.52E+08,9.42E-04,50.34,1.35E+08
2.25E-07,2.00E-06,4.00E-07,2,14,20,120,432,10,8.10E-09,1.07E-08,2.12E-05,54.58,1.38E+08,2.17E+06,1.39E+08,9.42E-04,50.67,1.27E+08
2.25E-07,2.00E-06,4.50E-07,2,14,20,120,486,10,8.22E-09,1.08E-08,2.00E-05,49.31,1.25E+08,1.96E+06,1.26E+08,9.42E-04,50.97,1.15E+08
2.25E-07,2.10E-06,2.00E-07,2,14,21,126,216,10,7.35E-09,1.08E-08,3.59E-05,77.56,1.90E+08,3.47E+06,1.92E+08,9.85E-04,48.8,1.63E+08
2.25E-07,2.10E-06,2.50E-07,2,14,21,126,270,10,7.51E-09,1.06E-08,2.95E-05,71.91,1.79E+08,3.09E+06,1.82E+08,9.85E-04,49.43,1.53E+08
2.25E-07,2.10E-06,3.00E-07,2,14,21,126,324,10,7.66E-09,1.06E-08,2.56E-05,65.91,1.67E+08,2.78E+06,1.69E+08,9.85E-04,49.9,1.49E+08
2.25E-07,2.10E-06,3.50E-07,2,14,21,126,378,10,7.80E-09,1.06E-08,2.30E-05,60.06,1.55E+08,2.49E+06,1.56E+08,9.85E-04,50.28,1.41E+08
2.25E-07,2.10E-06,4.00E-07,2,14,21,126,432,10,7.93E-09,1.06E-08,2.13E-05,54.39,1.42E+08,2.26E+06,1.44E+08,9.85E-04,50.62,1.27E+08
2.25E-07,2.10E-06,4.50E-07,2,14,21,126,486,10,8.04E-09,1.07E-08,2.01E-05,49.09,1.30E+08,2.03E+06,1.30E+08,9.85E-04,50.92,1.20E+08
2.25E-07,2.20E-06,2.00E-07,2,14,22,132,216,10,7.22E-09,1.07E-08,3.60E-05,77.74,1.97E+08,3.60E+06,1.98E+08,1.03E-03,48.74,1.70E+08
2.25E-07,2.20E-06,2.50E-07,2,14,22,132,270,10,7.37E-09,1.05E-08,2.96E-05,72.03,1.86E+08,3.20E+06,1.88E+08,1.03E-03,49.37,1.63E+08
2.25E-07,2.20E-06,3.00E-07,2,14,22,132,324,10,7.51E-09,1.05E-08,2.57E-05,65.88,1.73E+08,2.88E+06,1.75E+08,1.03E-03,49.84,1.56E+08
2.25E-07,2.20E-06,3.50E-07,2,14,22,132,378,10,7.65E-09,1.05E-08,2.31E-05,59.87,1.61E+08,2.58E+06,1.62E+08,1.03E-03,50.23,1.47E+08
2.25E-07,2.20E-06,4.00E-07,2,14,22,132,432,10,7.77E-09,1.05E-08,2.13E-05,54.03,1.47E+08,2.34E+06,1.49E+08,1.03E-03,50.57,1.33E+08
2.25E-07,2.20E-06,4.50E-07,2,14,22,132,486,10,7.88E-09,1.06E-08,2.01E-05,48.93,1.34E+08,2.11E+06,1.35E+08,1.03E-03,50.87,1.25E+08
2.25E-07,2.30E-06,2.00E-07,2,14,23,138,216,10,7.10E-09,1.06E-08,3.60E-05,77.92,2.04E+08,3.73E+06,2.05E+08,1.07E-03,48.68,1.76E+08
2.25E-07,2.30E-06,2.50E-07,2,14,23,138,270,10,7.24E-09,1.05E-08,2.96E-05,71.19,1.90E+08,3.32E+06,1.92E+08,1.07E-03,49.31,1.71E+08
2.25E-07,2.30E-06,3.00E-07,2,14,23,138,324,10,7.38E-09,1.04E-08,2.57E-05,65.87,1.80E+08,2.98E+06,1.82E+08,1.07E-03,49.79,1.56E+08
2.25E-07,2.30E-06,3.50E-07,2,14,23,138,378,10,7.51E-09,1.04E-08,2.31E-05,59.66,1.65E+08,2.68E+06,1.66E+08,1.07E-03,50.18,1.51E+08
2.25E-07,2.30E-06,4.00E-07,2,14,23,138,432,10,7.63E-09,1.05E-08,2.14E-05,53.92,1.51E+08,2.41E+06,1.52E+08,1.07E-03,50.52,1.45E+08
2.25E-07,2.30E-06,4.50E-07,2,14,23,138,486,10,7.73E-09,1.05E-08,2.02E-05,48.81,1.37E+08,2.19E+06,1.39E+08,1.07E-03,50.82,1.35E+08
2.25E-07,2.40E-06,2.00E-07,2,14,24,144,216,10,6.98E-09,1.06E-08,3.61E-05,78.11,2.11E+08,3.84E+06,2.13E+08,1.11E-03,48.61,1.85E+08
2.25E-07,2.40E-06,2.50E-07,2,14,24,144,270,10,7.12E-09,1.04E-08,2.97E-05,71.26,1.96E+08,3.44E+06,1.97E+08,1.11E-03,49.25,1.76E+08
2.25E-07,2.40E-06,3.00E-07,2,14,24,144,324,10,7.26E-09,1.04E-08,2.58E-05,65.41,1.83E+08,3.07E+06,1.85E+08,1.11E-03,49.73,1.67E+08
2.25E-07,2.40E-06,3.50E-07,2,14,24,144,378,10,7.38E-09,1.04E-08,2.32E-05,59.49,1.71E+08,2.77E+06,1.73E+08,1.11E-03,50.12,1.57E+08
2.25E-07,2.40E-06,4.00E-07,2,14,24,144,432,10,7.49E-09,1.04E-08,2.14E-05,53.57,1.57E+08,2.48E+06,1.57E+08,1.11E-03,50.47,1.52E+08
2.25E-07,2.40E-06,4.50E-07,2,14,24,144,486,10,7.59E-09,1.04E-08,2.02E-05,48.35,1.42E+08,2.26E+06,1.44E+08,1.11E-03,50.77,1.38E+08
2.25E-07,2.50E-06,2.00E-07,2,14,25,150,216,10,6.88E-09,1.05E-08,3.61E-05,76.56,2.14E+08,3.97E+06,2.16E+08,1.16E-03,48.55,1.91E+08
2.25E-07,2.50E-06,2.50E-07,2,14,25,150,270,10,7.01E-09,1.03E-08,2.97E-05,71.33,2.03E+08,3.55E+06,2.03E+08,1.16E-03,49.2,1.84E+08
2.25E-07,2.50E-06,3.00E-07,2,14,25,150,324,10,7.14E-09,1.03E-08,2.58E-05,65.39,1.89E+08,3.16E+06,1.91E+08,1.16E-03,49.68,1.74E+08
2.25E-07,2.50E-06,3.50E-07,2,14,25,150,378,10,7.26E-09,1.03E-08,2.32E-05,59.29,1.74E+08,2.86E+06,1.76E+08,1.16E-03,50.07,1.65E+08
2.25E-07,2.50E-06,4.00E-07,2,14,25,150,432,10,7.37E-09,1.03E-08,2.15E-05,53.53,1.60E+08,2.57E+06,1.61E+08,1.16E-03,50.42,1.58E+08
2.25E-07,2.50E-06,4.50E-07,2,14,25,150,486,10,7.46E-09,1.03E-08,2.02E-05,48.31,1.46E+08,2.33E+06,1.47E+08,1.16E-03,50.72,1.45E+08
2.25E-07,2.60E-06,2.00E-07,2,14,26,156,216,10,6.78E-09,1.04E-08,3.62E-05,76.68,2.20E+08,4.10E+06,2.23E+08,1.20E-03,48.49,2.01E+08
2.25E-07,2.60E-06,2.50E-07,2,14,26,156,270,10,6.91E-09,1.03E-08,2.98E-05,71.42,2.09E+08,3.66E+06,2.11E+08,1.20E-03,49.14,1.91E+08
2.25E-07,2.60E-06,3.00E-07,2,14,26,156,324,10,7.03E-09,1.02E-08,2.59E-05,65.36,1.95E+08,3.26E+06,1.96E+08,1.20E-03,49.62,1.84E+08
2.25E-07,2.60E-06,3.50E-07,2,14,26,156,378,10,7.15E-09,1.02E-08,2.32E-05,59.15,1.80E+08,2.94E+06,1.82E+08,1.20E-03,50.02,1.66E+08
2.25E-07,2.60E-06,4.00E-07,2,14,26,156,432,10,7.25E-09,1.02E-08,2.15E-05,53.21,1.65E+08,2.65E+06,1.66E+08,1.20E-03,50.36,1.65E+08
2.25E-07,2.60E-06,4.50E-07,2,14,26,156,486,10,7.34E-09,1.03E-08,2.03E-05,47.88,1.50E+08,2.40E+06,1.51E+08,1.20E-03,50.67,1.48E+08
2.25E-07,2.70E-06,2.00E-07,2,14,27,162,216,10,6.68E-09,1.04E-08,3.62E-05,76.81,2.26E+08,4.23E+06,2.29E+08,1.24E-03,48.43,2.04E+08
2.25E-07,2.70E-06,2.50E-07,2,14,27,162,270,10,6.81E-09,1.02E-08,2.98E-05,71.49,2.15E+08,3.76E+06,2.17E+08,1.24E-03,49.08,2.01E+08
2.25E-07,2.70E-06,3.00E-07,2,14,27,162,324,10,6.93E-09,1.02E-08,2.59E-05,65.32,2.01E+08,3.37E+06,2.01E+08,1.24E-03,49.57,1.89E+08
2.25E-07,2.70E-06,3.50E-07,2,14,27,162,378,10,7.04E-09,1.02E-08,2.33E-05,58.98,1.85E+08,3.02E+06,1.87E+08,1.24E-03,49.97,1.82E+08
2.25E-07,2.70E-06,4.00E-07,2,14,27,162,432,10,7.14E-09,1.02E-08,2.15E-05,53.22,1.68E+08,2.73E+06,1.70E+08,1.24E-03,50.31,1.69E+08
2.25E-07,2.70E-06,4.50E-07,2,14,27,162,486,10,7.22E-09,1.02E-08,2.03E-05,47.92,1.53E+08,2.46E+06,1.54E+08,1.24E-03,50.63,1.60E+08
2.25E-07,2.80E-06,2.00E-07,2,14,28,168,216,10,6.60E-09,1.04E-08,3.63E-05,76.94,2.32E+08,4.36E+06,2.35E+08,1.28E-03,48.38,2.12E+08
2.25E-07,2.80E-06,2.50E-07,2,14,28,168,270,10,6.72E-09,1.02E-08,2.99E-05,71.57,2.21E+08,3.86E+06,2.24E+08,1.28E-03,49.03,2.09E+08
2.25E-07,2.80E-06,3.00E-07,2,14,28,168,324,10,6.83E-09,1.01E-08,2.60E-05,64.85,2.03E+08,3.47E+06,2.04E+08,1.28E-03,49.52,1.98E+08
2.25E-07,2.80E-06,3.50E-07,2,14,28,168,378,10,6.94E-09,1.01E-08,2.33E-05,58.83,1.88E+08,3.10E+06,1.90E+08,1.28E-03,49.92,1.87E+08
2.25E-07,2.80E-06,4.00E-07,2,14,28,168,432,10,7.04E-09,1.01E-08,2.16E-05,52.93,1.73E+08,2.81E+06,1.75E+08,1.28E-03,50.27,1.77E+08
2.25E-07,2.80E-06,4.50E-07,2,14,28,168,486,10,7.12E-09,1.01E-08,2.04E-05,47.51,1.58E+08,2.53E+06,1.58E+08,1.28E-03,50.58,1.65E+08
2.25E-07,2.90E-06,2.00E-07,2,14,29,174,216,10,6.52E-09,1.03E-08,3.63E-05,77.07,2.38E+08,4.48E+06,2.40E+08,1.32E-03,48.32,2.23E+08
2.25E-07,2.90E-06,2.50E-07,2,14,29,174,270,10,6.63E-09,1.01E-08,2.99E-05,70.55,2.23E+08,3.97E+06,2.26E+08,1.32E-03,48.97,2.17E+08
2.25E-07,2.90E-06,3.00E-07,2,14,29,174,324,10,6.74E-09,1.01E-08,2.60E-05,64.82,2.09E+08,3.56E+06,2.11E+08,1.32E-03,49.46,2.08E+08
2.25E-07,2.90E-06,3.50E-07,2,14,29,174,378,10,6.85E-09,1.01E-08,2.34E-05,58.69,1.93E+08,3.18E+06,1.94E+08,1.32E-03,49.87,1.98E+08
2.25E-07,2.90E-06,4.00E-07,2,14,29,174,432,10,6.94E-09,1.01E-08,2.16E-05,52.97,1.76E+08,2.89E+06,1.78E+08,1.32E-03,50.22,1.84E+08
2.25E-07,2.90E-06,4.50E-07,2,14,29,174,486,10,7.02E-09,1.01E-08,2.04E-05,47.62,1.60E+08,2.61E+06,1.61E+08,1.32E-03,50.53,1.66E+08
2.25E-07,3.00E-06,2.00E-07,3,14,30,180,216,10,7.57E-09,1.09E-08,3.58E-05,76.56,1.80E+08,3.24E+06,1.82E+08,9.11E-04,49,1.52E+08
2.25E-07,3.00E-06,2.50E-07,3,14,30,180,270,10,7.73E-09,1.08E-08,2.95E-05,70.95,1.70E+08,2.90E+06,1.71E+08,9.11E-04,49.63,1.49E+08
2.25E-07,3.00E-06,3.00E-07,3,14,30,180,324,10,7.89E-09,1.07E-08,2.55E-05,65.42,1.59E+08,2.59E+06,1.59E+08,9.12E-04,50.1,1.41E+08
2.25E-07,3.00E-06,3.50E-07,3,14,30,180,378,10,8.04E-09,1.08E-08,2.29E-05,59.41,1.47E+08,2.34E+06,1.49E+08,9.12E-04,50.48,1.31E+08
2.25E-07,3.00E-06,4.00E-07,3,14,30,180,432,10,8.17E-09,1.08E-08,2.12E-05,53.72,1.35E+08,2.11E+06,1.36E+08,9.12E-04,50.82,1.28E+08
2.25E-07,3.00E-06,4.50E-07,3,14,30,180,486,10,8.28E-09,1.08E-08,2.00E-05,48.49,1.23E+08,1.91E+06,1.23E+08,9.12E-04,51.12,1.19E+08
2.50E-07,1.00E-06,2.00E-07,1,16,10,60,216,10,7.19E-09,1.02E-08,3.50E-05,78.57,1.94E+08,3.53E+06,1.95E+08,1.02E-03,48.84,1.63E+08
2.50E-07,1.00E-06,2.50E-07,1,16,10,60,270,10,7.35E-09,1.01E-08,2.85E-05,73,1.83E+08,3.14E+06,1.85E+08,1.02E-03,49.47,1.58E+08
2.50E-07,1.00E-06,3.00E-07,1,16,10,60,324,10,7.51E-09,1.00E-08,2.46E-05,67.48,1.72E+08,2.83E+06,1.74E+08,1.02E-03,49.93,1.50E+08
2.50E-07,1.00E-06,3.50E-07,1,16,10,60,378,10,7.68E-09,1.00E-08,2.19E-05,61.29,1.60E+08,2.53E+06,1.60E+08,1.02E-03,50.31,1.42E+08
2.50E-07,1.00E-06,4.00E-07,1,16,10,60,432,10,7.84E-09,1.01E-08,2.01E-05,55.44,1.46E+08,2.30E+06,1.47E+08,1.02E-03,50.64,1.33E+08
2.50E-07,1.00E-06,4.50E-07,1,16,10,60,486,10,8.00E-09,1.01E-08,1.88E-05,50.06,1.32E+08,2.07E+06,1.34E+08,1.02E-03,50.94,1.20E+08
2.50E-07,1.10E-06,2.00E-07,1,16,11,66,216,10,6.92E-09,1.00E-08,3.51E-05,79.03,2.08E+08,3.80E+06,2.10E+08,1.11E-03,48.72,1.80E+08
2.50E-07,1.10E-06,2.50E-07,1,16,11,66,270,10,7.07E-09,9.89E-09,2.86E-05,73.27,1.97E+08,3.39E+06,1.98E+08,1.11E-03,49.35,1.73E+08
2.50E-07,1.10E-06,3.00E-07,1,16,11,66,324,10,7.22E-09,9.85E-09,2.46E-05,67.03,1.83E+08,3.03E+06,1.86E+08,1.11E-03,49.82,1.59E+08
2.50E-07,1.10E-06,3.50E-07,1,16,11,66,378,10,7.37E-09,9.85E-09,2.20E-05,60.83,1.71E+08,2.73E+06,1.73E+08,1.11E-03,50.2,1.56E+08
2.50E-07,1.10E-06,4.00E-07,1,16,11,66,432,10,7.51E-09,9.87E-09,2.02E-05,54.82,1.56E+08,2.46E+06,1.57E+08,1.11E-03,50.54,1.45E+08
2.50E-07,1.10E-06,4.50E-07,1,16,11,66,486,10,7.65E-09,9.90E-09,1.89E-05,49.69,1.41E+08,2.23E+06,1.43E+08,1.11E-03,50.84,1.36E+08
2.50E-07,1.20E-06,2.00E-07,1,16,12,72,216,10,6.69E-09,9.91E-09,3.52E-05,79.49,2.23E+08,4.06E+06,2.26E+08,1.20E-03,48.59,1.94E+08
2.50E-07,1.20E-06,2.50E-07,1,16,12,72,270,10,6.83E-09,9.75E-09,2.87E-05,72.45,2.07E+08,3.63E+06,2.09E+08,1.20E-03,49.23,1.89E+08
2.50E-07,1.20E-06,3.00E-07,1,16,12,72,324,10,6.96E-09,9.70E-09,2.47E-05,66.55,1.94E+08,3.24E+06,1.95E+08,1.20E-03,49.71,1.71E+08
2.50E-07,1.20E-06,3.50E-07,1,16,12,72,378,10,7.10E-09,9.69E-09,2.21E-05,60.45,1.81E+08,2.92E+06,1.83E+08,1.20E-03,50.1,1.69E+08
2.50E-07,1.20E-06,4.00E-07,1,16,12,72,432,10,7.23E-09,9.71E-09,2.03E-05,54.33,1.66E+08,2.63E+06,1.67E+08,1.20E-03,50.44,1.58E+08
2.50E-07,1.20E-06,4.50E-07,1,16,12,72,486,10,7.35E-09,9.73E-09,1.90E-05,49.05,1.50E+08,2.38E+06,1.51E+08,1.20E-03,50.74,1.48E+08
2.50E-07,1.30E-06,2.00E-07,1,16,13,78,216,10,6.49E-09,9.80E-09,3.53E-05,77.88,2.32E+08,4.34E+06,2.35E+08,1.29E-03,48.47,2.10E+08
2.50E-07,1.30E-06,2.50E-07,1,16,13,78,270,10,6.62E-09,9.63E-09,2.88E-05,72.66,2.21E+08,3.85E+06,2.24E+08,1.29E-03,49.11,2.04E+08
2.50E-07,1.30E-06,3.00E-07,1,16,13,78,324,10,6.74E-09,9.57E-09,2.48E-05,66.49,2.07E+08,3.45E+06,2.08E+08,1.29E-03,49.6,1.90E+08
2.50E-07,1.30E-06,3.50E-07,1,16,13,78,378,10,6.86E-09,9.56E-09,2.21E-05,60.13,1.90E+08,3.09E+06,1.92E+08,1.29E-03,49.99,1.81E+08
2.50E-07,1.30E-06,4.00E-07,1,16,13,78,432,10,6.98E-09,9.57E-09,2.03E-05,53.96,1.75E+08,2.80E+06,1.77E+08,1.29E-03,50.33,1.71E+08
2.50E-07,1.30E-06,4.50E-07,1,16,13,78,486,10,7.09E-09,9.59E-09,1.91E-05,48.55,1.59E+08,2.52E+06,1.59E+08,1.29E-03,50.64,1.58E+08
2.50E-07,1.40E-06,2.00E-07,1,16,14,84,216,10,6.32E-09,9.71E-09,3.54E-05,78.22,2.45E+08,4.60E+06,2.46E+08,1.38E-03,48.35,2.24E+08
2.50E-07,1.40E-06,2.50E-07,1,16,14,84,270,10,6.43E-09,9.53E-09,2.89E-05,72.87,2.34E+08,4.07E+06,2.37E+08,1.38E-03,49,2.14E+08
2.50E-07,1.40E-06,3.00E-07,1,16,14,84,324,10,6.55E-09,9.46E-09,2.49E-05,66.01,2.15E+08,3.66E+06,2.17E+08,1.38E-03,49.49,2.05E+08
2.50E-07,1.40E-06,3.50E-07,1,16,14,84,378,10,6.66E-09,9.45E-09,2.22E-05,59.87,1.99E+08,3.27E+06,1.99E+08,1.38E-03,49.89,1.94E+08
2.50E-07,1.40E-06,4.00E-07,1,16,14,84,432,10,6.76E-09,9.45E-09,2.04E-05,53.72,1.83E+08,2.96E+06,1.85E+08,1.38E-03,50.23,1.83E+08
2.50E-07,1.40E-06,4.50E-07,1,16,14,84,486,10,6.86E-09,9.47E-09,1.92E-05,48.19,1.66E+08,2.68E+06,1.68E+08,1.38E-03,50.54,1.70E+08
2.50E-07,1.50E-06,2.00E-07,1,16,15,90,216,10,6.16E-09,9.63E-09,3.55E-05,78.56,2.58E+08,4.84E+06,2.59E+08,1.47E-03,48.23,2.38E+08
2.50E-07,1.50E-06,2.50E-07,1,16,15,90,270,10,6.27E-09,9.45E-09,2.90E-05,71.84,2.41E+08,4.31E+06,2.43E+08,1.47E-03,48.89,2.28E+08
2.50E-07,1.50E-06,3.00E-07,1,16,15,90,324,10,6.38E-09,9.37E-09,2.50E-05,65.96,2.27E+08,3.84E+06,2.30E+08,1.47E-03,49.38,2.20E+08
2.50E-07,1.50E-06,3.50E-07,1,16,15,90,378,10,6.48E-09,9.35E-09,2.23E-05,59.54,2.10E+08,3.46E+06,2.12E+08,1.47E-03,49.79,1.99E+08
2.50E-07,1.50E-06,4.00E-07,1,16,15,90,432,10,6.58E-09,9.35E-09,2.05E-05,53.59,1.91E+08,3.11E+06,1.92E+08,1.47E-03,50.14,1.94E+08
2.50E-07,1.50E-06,4.50E-07,1,16,15,90,486,10,6.66E-09,9.37E-09,1.92E-05,47.96,1.74E+08,2.83E+06,1.76E+08,1.47E-03,50.45,1.81E+08
