Point,Corner,mul_cap,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,nf_Mn_drive_values,nf_Mn_tail1_values,nf_Mn_tail2_values,nf_Mp_stg2_values,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
10.9e3,nom,10,51,2,220,400,51,2,220,400,near,12.74e-9,14.72e-9,66.05e-6,86.81,43.73e6,684e3,44.29e6,3.269e-3,50.72,3,3,2,2,2,2,2,1,2,2,2,2,24.59e6
10.9e3,nom,10,51,2,220,500,51,2,220,500,near,12.99e-9,14.43e-9,56.04e-6,87.01,42.02e6,634.7e3,42.45e6,3.269e-3,51.02,3,3,2,2,2,2,2,1,2,2,2,2,22.7e6
10.91e3,nom,10,51,2,220,600,51,2,220,600,near,13.04e-9,14.43e-9,55.92e-6,86.9,39.3e6,582.8e3,39.4e6,3.269e-3,51.29,3,3,2,2,2,2,2,1,2,2,2,2,21.39e6
10.91e3,nom,10,51,2,220,700,51,2,220,700,near,13.25e-9,14.36e-9,50.19e-6,86.97,37.36e6,548.4e3,37.73e6,3.269e-3,51.39,3,3,2,2,2,2,2,1,2,2,2,2,20.04e6
10.91e3,nom,10,51,2,220,800,51,2,220,800,near,13.28e-9,14.36e-9,50.13e-6,86.94,35.24e6,507.8e3,35.71e6,3.269e-3,51.55,3,3,2,2,2,2,2,1,2,2,2,2,18.89e6
10.91e3,nom,10,51,2,220,900,51,2,220,900,near,13.45e-9,14.36e-9,46.23e-6,86.98,33.59e6,482.7e3,33.95e6,3.269e-3,51.59,3,3,2,2,2,2,2,1,2,2,2,2,17.91e6
10.91e3,nom,10,51,2,220,1e3,51,2,220,1e3,near,13.47e-9,14.36e-9,46.21e-6,86.97,31.9e6,455.3e3,31.97e6,3.269e-3,51.7,3,3,2,2,2,2,2,1,2,2,2,2,17.04e6
10.91e3,nom,10,51,2,260,100,51,2,260,100,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
10.91e3,nom,10,51,2,260,200,51,2,260,200,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
10.91e3,nom,10,51,2,260,300,51,2,260,300,near,12.68e-9,14.74e-9,66.6e-6,87.5,47e6,791.8e3,47.47e6,3.858e-3,49.73,3,3,2,2,2,2,2,1,2,2,2,2,25.76e6
10.91e3,nom,10,51,2,260,400,51,2,260,400,near,12.73e-9,14.73e-9,66.25e-6,87.14,43.41e6,695.8e3,43.96e6,3.858e-3,50.39,3,3,2,2,2,2,2,1,2,2,2,2,24.2e6
10.92e3,nom,10,51,2,260,500,51,2,260,500,near,12.78e-9,14.72e-9,65.98e-6,87.03,40.37e6,621.3e3,40.51e6,3.859e-3,50.82,3,3,2,2,2,2,2,1,2,2,2,2,22.68e6
10.92e3,nom,10,51,2,260,600,51,2,260,600,near,13.02e-9,14.43e-9,56.03e-6,87.23,39e6,588.5e3,39.15e6,3.858e-3,51.04,3,3,2,2,2,2,2,1,2,2,2,2,21.06e6
10.92e3,nom,10,51,2,260,700,51,2,260,700,near,13.06e-9,14.43e-9,55.93e-6,87.19,36.65e6,542.4e3,37.08e6,3.858e-3,51.27,3,3,2,2,2,2,2,1,2,2,2,2,19.9e6
10.92e3,nom,10,51,2,260,800,51,2,260,800,near,13.26e-9,14.37e-9,50.2e-6,87.27,34.97e6,511.4e3,35.43e6,3.858e-3,51.35,3,3,2,2,2,2,2,1,2,2,2,2,18.66e6
10.92e3,nom,10,51,2,260,900,51,2,260,900,near,13.28e-9,14.37e-9,50.15e-6,87.25,33.11e6,479.1e3,33.41e6,3.858e-3,51.49,3,3,2,2,2,2,2,1,2,2,2,2,17.77e6
10.92e3,nom,10,51,2,260,1e3,51,2,260,1e3,near,13.29e-9,14.37e-9,50.1e-6,87.26,31.45e6,451.3e3,31.49e6,3.858e-3,51.62,3,3,2,2,2,2,2,1,2,2,2,2,16.9e6
10.92e3,nom,10,44,32,20,100,44,32,20,100,fail,3.847e-9,5.545e-9,20.17e-6,35.06,558.5e6,10.69e6,564.6e6,729.2e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,651.6e6
10.92e3,nom,10,44,32,20,200,44,32,20,200,fail,3.936e-9,5.486e-9,16.89e-6,29.16,424.1e6,9.766e6,428.7e6,729.5e-6,48.79,2,2,2,2,2,2,2,1,2,2,2,2,641.5e6
10.92e3,nom,10,44,32,20,300,44,32,20,300,fail,3.985e-9,5.467e-9,15.25e-6,25.63,356.4e6,9.094e6,361.2e6,729.6e-6,48.71,2,2,2,2,2,2,2,1,2,2,2,2,606.9e6
10.92e3,nom,10,44,32,20,400,44,32,20,400,fail,4.017e-9,5.458e-9,14.2e-6,23.43,311.9e6,8.487e6,312.8e6,729.7e-6,48.61,2,2,2,2,2,2,2,1,2,2,2,2,575.1e6
10.92e3,nom,10,44,32,20,500,44,32,20,500,fail,4.041e-9,5.453e-9,13.45e-6,21.95,279.2e6,7.93e6,283.3e6,729.8e-6,48.52,2,2,2,2,2,2,2,1,2,2,2,2,539.9e6
10.93e3,nom,10,44,32,20,600,44,32,20,600,fail,4.06e-9,5.45e-9,12.88e-6,20.9,253.8e6,7.51e6,254.5e6,729.8e-6,48.44,2,2,2,2,2,2,2,1,2,2,2,2,497.7e6
10.93e3,nom,10,44,32,20,700,44,32,20,700,fail,4.076e-9,5.448e-9,12.43e-6,20.13,233.2e6,7.118e6,236.1e6,729.9e-6,48.36,2,2,2,2,2,2,2,1,2,2,2,2,464.2e6
10.93e3,nom,10,44,32,20,800,44,32,20,800,fail,4.089e-9,5.447e-9,12.06e-6,19.53,216.1e6,6.749e6,219.2e6,729.9e-6,48.29,2,2,2,2,2,2,2,1,2,2,2,2,436.9e6
10.93e3,nom,10,44,32,20,900,44,32,20,900,fail,4.1e-9,5.447e-9,11.75e-6,19.07,201.7e6,6.402e6,202.3e6,729.9e-6,48.22,2,2,2,2,2,2,2,1,2,2,2,2,412.6e6
10.93e3,nom,10,44,32,20,1e3,44,32,20,1e3,fail,4.111e-9,5.446e-9,11.49e-6,18.71,189.2e6,6.119e6,191.1e6,730e-6,48.16,2,2,2,2,2,2,2,1,2,2,2,2,391.4e6
10.93e3,nom,10,44,32,60,100,44,32,60,100,pass,3.708e-9,5.746e-9,26.67e-6,62.79,657.3e6,11.55e6,661.3e6,1.317e-3,47.94,2,2,2,2,2,2,2,1,2,2,2,2,602.1e6
10.93e3,nom,10,44,32,60,200,44,32,60,200,pass,3.795e-9,5.601e-9,22.39e-6,54.19,542.2e6,10.08e6,547.8e6,1.317e-3,48.57,2,2,2,2,2,2,2,1,2,2,2,2,577.4e6
10.93e3,nom,10,44,32,60,300,44,32,60,300,pass,3.85e-9,5.544e-9,20.16e-6,49.72,471.9e6,9.219e6,476e6,1.317e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,542.2e6
10.93e3,nom,10,44,32,60,400,44,32,60,400,pass,3.888e-9,5.515e-9,18.76e-6,47.23,413.2e6,8.517e6,416.1e6,1.317e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,508.5e6
10.94e3,nom,10,44,32,60,500,44,32,60,500,pass,3.919e-9,5.496e-9,17.7e-6,45.36,376.9e6,7.899e6,380.1e6,1.317e-3,48.8,2,2,2,2,2,2,2,1,2,2,2,2,480.4e6
10.94e3,nom,10,44,32,60,600,44,32,60,600,near,3.944e-9,5.484e-9,16.89e-6,44.05,347.1e6,7.441e6,351.4e6,1.318e-3,48.78,2,2,2,2,2,2,2,1,2,2,2,2,443.9e6
10.94e3,nom,10,44,32,60,700,44,32,60,700,near,3.965e-9,5.476e-9,16.25e-6,43.14,320.1e6,7.025e6,321e6,1.318e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,412.5e6
10.94e3,nom,10,44,32,60,800,44,32,60,800,near,3.983e-9,5.47e-9,15.71e-6,42.41,299.2e6,6.635e6,301.8e6,1.318e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,388.2e6
10.94e3,nom,10,44,32,60,900,44,32,60,900,near,3.999e-9,5.465e-9,15.24e-6,41.85,281.1e6,6.279e6,284.7e6,1.318e-3,48.7,2,2,2,2,2,2,2,1,2,2,2,2,378.5e6
10.94e3,nom,10,44,32,60,1e3,44,32,60,1e3,near,4.012e-9,5.462e-9,14.86e-6,41.43,264.5e6,6.005e6,267e6,1.318e-3,48.67,2,2,2,2,2,2,2,1,2,2,2,2,360.5e6
10.94e3,nom,10,44,32,100,100,44,32,100,100,pass,3.658e-9,5.875e-9,29.75e-6,62.27,889.9e6,12.09e6,893.6e6,1.905e-3,47.03,2,2,2,2,2,2,2,1,2,2,2,2,537.9e6
10.94e3,nom,10,44,32,100,200,44,32,100,200,pass,3.733e-9,5.697e-9,25.38e-6,64.83,587.1e6,10.27e6,592.6e6,1.906e-3,48.15,2,2,2,2,2,2,2,1,2,2,2,2,548.9e6
10.94e3,nom,10,44,32,100,300,44,32,100,300,pass,3.786e-9,5.617e-9,22.96e-6,60.77,499.1e6,9.258e6,499.5e6,1.906e-3,48.5,2,2,2,2,2,2,2,1,2,2,2,2,513.3e6
10.94e3,nom,10,44,32,100,400,44,32,100,400,pass,3.825e-9,5.572e-9,21.34e-6,58.06,445.1e6,8.484e6,450.5e6,1.906e-3,48.66,2,2,2,2,2,2,2,1,2,2,2,2,486.2e6
10.94e3,nom,10,44,32,100,500,44,32,100,500,pass,3.856e-9,5.543e-9,20.16e-6,56.21,405.1e6,7.838e6,406.6e6,1.906e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,455.6e6
10.95e3,nom,10,44,32,100,600,44,32,100,600,pass,3.883e-9,5.524e-9,19.24e-6,54.91,373.2e6,7.356e6,376.7e6,1.906e-3,48.77,2,2,2,2,2,2,2,1,2,2,2,2,428.7e6
10.95e3,nom,10,44,32,100,700,44,32,100,700,pass,3.905e-9,5.51e-9,18.49e-6,53.94,346.7e6,6.918e6,351e6,1.906e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,401.4e6
10.95e3,nom,10,44,32,100,800,44,32,100,800,pass,3.924e-9,5.499e-9,17.87e-6,53.21,324.4e6,6.514e6,326.1e6,1.906e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,367.5e6
10.95e3,nom,10,44,32,100,900,44,32,100,900,pass,3.942e-9,5.491e-9,17.34e-6,52.65,305e6,6.172e6,306.9e6,1.906e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,349e6
10.95e3,nom,10,44,32,100,1e3,44,32,100,1e3,pass,3.957e-9,5.484e-9,16.88e-6,52.21,288.1e6,5.89e6,291.5e6,1.906e-3,48.78,2,2,2,2,2,2,2,1,2,2,2,2,333.4e6
10.95e3,nom,10,44,32,140,100,44,32,140,100,near,3.63e-9,5.986e-9,32.09e-6,79.63,680.4e6,12.6e6,687.7e6,2.493e-3,46.13,2,2,2,2,2,2,2,1,1,2,2,2,545.9e6
10.95e3,nom,10,44,32,140,200,44,32,140,200,pass,3.692e-9,5.788e-9,27.72e-6,71.39,560.4e6,10.45e6,567.4e6,2.495e-3,47.71,2,2,2,2,2,2,2,1,2,2,2,2,534e6
10.95e3,nom,10,44,32,140,300,44,32,140,300,pass,3.744e-9,5.684e-9,25.01e-6,67.19,501.6e6,9.309e6,501.7e6,2.495e-3,48.22,2,2,2,2,2,2,2,1,2,2,2,2,503.9e6
10.95e3,nom,10,44,32,140,400,44,32,140,400,pass,3.781e-9,5.629e-9,23.33e-6,63.88,441e6,8.5e6,446.6e6,2.495e-3,48.47,2,2,2,2,2,2,2,1,2,2,2,2,465.8e6
10.96e3,nom,10,44,32,140,500,44,32,140,500,pass,3.814e-9,5.589e-9,21.98e-6,62.4,408.7e6,7.818e6,411e6,2.495e-3,48.6,2,2,2,2,2,2,2,1,2,2,2,2,423.8e6
10.96e3,nom,10,44,32,140,600,44,32,140,600,pass,3.839e-9,5.564e-9,21.02e-6,61.35,380.6e6,7.305e6,383.4e6,2.495e-3,48.69,2,2,2,2,2,2,2,1,2,2,2,2,412.6e6
10.96e3,nom,10,44,32,140,700,44,32,140,700,pass,3.863e-9,5.543e-9,20.16e-6,60.48,356.1e6,6.849e6,360.5e6,2.495e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,386.6e6
10.96e3,nom,10,44,32,140,800,44,32,140,800,pass,3.882e-9,5.529e-9,19.51e-6,59.58,331.9e6,6.443e6,334.8e6,2.495e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,367.6e6
10.96e3,nom,10,44,32,140,900,44,32,140,900,pass,3.9e-9,5.518e-9,18.94e-6,59.16,313.5e6,6.101e6,314.1e6,2.495e-3,48.78,2,2,2,2,2,2,2,1,2,2,2,2,351.6e6
10.96e3,nom,10,44,32,140,1e3,44,32,140,1e3,pass,3.916e-9,5.508e-9,18.41e-6,58.78,297.1e6,5.811e6,299.9e6,2.495e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,320.8e6
10.96e3,nom,10,44,32,180,100,44,32,180,100,near,3.619e-9,6.096e-9,34.03e-6,82.15,761.7e6,13.1e6,766.1e6,3.083e-3,45.19,2,2,2,2,2,2,2,1,1,2,2,2,495.4e6
10.96e3,nom,10,44,32,180,200,44,32,180,200,pass,3.666e-9,5.857e-9,29.35e-6,75.9,588.9e6,10.61e6,594.8e6,3.084e-3,47.26,2,2,2,2,2,2,2,1,2,2,2,2,513.7e6
10.96e3,nom,10,44,32,180,300,44,32,180,300,pass,3.713e-9,5.745e-9,26.67e-6,70.46,485.1e6,9.385e6,487.9e6,3.084e-3,47.93,2,2,2,2,2,2,2,1,2,2,2,2,488.6e6
10.96e3,nom,10,44,32,180,400,44,32,180,400,pass,3.751e-9,5.678e-9,24.83e-6,68.66,450.4e6,8.492e6,456.1e6,3.084e-3,48.26,2,2,2,2,2,2,2,1,2,2,2,2,457.6e6
10.96e3,nom,10,44,32,180,500,44,32,180,500,pass,3.782e-9,5.633e-9,23.46e-6,66.37,408.7e6,7.809e6,411e6,3.084e-3,48.45,2,2,2,2,2,2,2,1,2,2,2,2,425.6e6
10.97e3,nom,10,44,32,180,600,44,32,180,600,pass,3.808e-9,5.601e-9,22.39e-6,65.61,382.9e6,7.275e6,385.5e6,3.084e-3,48.56,2,2,2,2,2,2,2,1,2,2,2,2,400.3e6
10.97e3,nom,10,44,32,180,700,44,32,180,700,pass,3.831e-9,5.577e-9,21.52e-6,64.42,355.8e6,6.823e6,360.3e6,3.084e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,378.4e6
10.97e3,nom,10,44,32,180,800,44,32,180,800,pass,3.851e-9,5.558e-9,20.79e-6,64.02,335.9e6,6.385e6,339.4e6,3.084e-3,48.7,2,2,2,2,2,2,2,1,2,2,2,2,355.5e6
10.97e3,nom,10,44,32,180,900,44,32,180,900,pass,3.869e-9,5.544e-9,20.16e-6,63.68,318e6,6.046e6,318.4e6,3.084e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,340.9e6
10.97e3,nom,10,44,32,180,1e3,44,32,180,1e3,pass,3.884e-9,5.533e-9,19.67e-6,63.14,300.2e6,5.757e6,302.7e6,3.084e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,326.2e6
10.97e3,nom,10,44,32,220,100,44,32,220,100,near,3.621e-9,6.151e-9,34.97e-6,77.84,902e6,13.68e6,905.6e6,3.672e-3,44.27,2,2,2,2,2,2,2,1,1,2,2,2,428.5e6
10.97e3,nom,10,44,32,220,200,44,32,220,200,near,3.648e-9,5.913e-9,30.58e-6,76.41,524.5e6,10.85e6,529.2e6,3.672e-3,46.81,2,2,2,2,2,2,2,1,1,2,2,2,503.1e6
10.97e3,nom,10,44,32,220,300,44,32,220,300,pass,3.691e-9,5.8e-9,28.01e-6,74,490.2e6,9.432e6,492.2e6,3.673e-3,47.63,2,2,2,2,2,2,2,1,2,2,2,2,475.8e6
10.97e3,nom,10,44,32,220,400,44,32,220,400,pass,3.729e-9,5.719e-9,25.99e-6,70.57,439.6e6,8.552e6,445.3e6,3.673e-3,48.03,2,2,2,2,2,2,2,1,2,2,2,2,447.3e6
10.98e3,nom,10,44,32,220,500,44,32,220,500,pass,3.758e-9,5.672e-9,24.66e-6,69.9,412.3e6,7.79e6,415.3e6,3.673e-3,48.28,2,2,2,2,2,2,2,1,2,2,2,2,414.5e6
10.98e3,nom,10,44,32,220,600,44,32,220,600,pass,3.782e-9,5.637e-9,23.6e-6,68.34,380.5e6,7.268e6,383.4e6,3.673e-3,48.43,2,2,2,2,2,2,2,1,2,2,2,2,387.3e6
10.98e3,nom,10,44,32,220,700,44,32,220,700,pass,3.804e-9,5.61e-9,22.72e-6,68.02,358.8e6,6.768e6,363.4e6,3.673e-3,48.54,2,2,2,2,2,2,2,1,2,2,2,2,369.5e6
10.98e3,nom,10,44,32,220,800,44,32,220,800,pass,3.825e-9,5.587e-9,21.88e-6,67.06,336.1e6,6.35e6,339.6e6,3.673e-3,48.61,2,2,2,2,2,2,2,1,2,2,2,2,355.7e6
10.98e3,nom,10,44,32,220,900,44,32,220,900,pass,3.842e-9,5.57e-9,21.26e-6,66.9,318.8e6,6.006e6,319.4e6,3.673e-3,48.67,2,2,2,2,2,2,2,1,2,2,2,2,332.4e6
10.98e3,nom,10,44,32,220,1e3,44,32,220,1e3,pass,3.858e-9,5.557e-9,20.71e-6,66.35,301.4e6,5.715e6,303.8e6,3.673e-3,48.71,2,2,2,2,2,2,2,1,2,2,2,2,317.2e6
10.98e3,nom,10,44,32,260,100,44,32,260,100,near,3.643e-9,6.251e-9,36.16e-6,70.3,1.014e9,14.19e6,1.015e9,4.261e-3,43.25,2,2,2,2,2,2,2,1,1,2,2,2,376.9e6
10.98e3,nom,10,44,32,260,200,44,32,260,200,near,3.636e-9,5.959e-9,31.55e-6,79.02,525.2e6,11.03e6,530.1e6,4.261e-3,46.36,2,2,2,2,2,2,2,1,1,2,2,2,489.7e6
10.98e3,nom,10,44,32,260,300,44,32,260,300,pass,3.675e-9,5.841e-9,28.99e-6,76.78,495.3e6,9.498e6,496.5e6,4.262e-3,47.33,2,2,2,2,2,2,2,1,2,2,2,2,463.3e6
10.98e3,nom,10,44,32,260,400,44,32,260,400,pass,3.708e-9,5.765e-9,27.17e-6,73.3,440.1e6,8.558e6,445.8e6,4.262e-3,47.82,2,2,2,2,2,2,2,1,2,2,2,2,437.2e6
10.98e3,nom,10,44,32,260,500,44,32,260,500,pass,3.736e-9,5.712e-9,25.77e-6,71.26,404.5e6,7.818e6,406e6,4.262e-3,48.11,2,2,2,2,2,2,2,1,2,2,2,2,405.1e6
10.99e3,nom,10,44,32,260,600,44,32,260,600,pass,3.761e-9,5.672e-9,24.66e-6,71.11,381.4e6,7.238e6,384.2e6,4.262e-3,48.3,2,2,2,2,2,2,2,1,2,2,2,2,382e6
10.99e3,nom,10,44,32,260,700,44,32,260,700,pass,3.785e-9,5.637e-9,23.6e-6,69.9,355.9e6,6.772e6,360.5e6,4.262e-3,48.42,2,2,2,2,2,2,2,1,2,2,2,2,363.4e6
10.99e3,nom,10,44,32,260,800,44,32,260,800,pass,3.804e-9,5.614e-9,22.84e-6,69.83,337.2e6,6.304e6,340.8e6,4.263e-3,48.51,2,2,2,2,2,2,2,1,2,2,2,2,346.3e6
10.99e3,nom,10,44,32,260,900,44,32,260,900,pass,3.821e-9,5.595e-9,22.18e-6,69.14,317.7e6,5.985e6,318e6,4.263e-3,48.59,2,2,2,2,2,2,2,1,2,2,2,2,329.4e6
10.99e3,nom,10,44,32,260,1e3,44,32,260,1e3,pass,3.836e-9,5.58e-9,21.6e-6,68.63,300.9e6,5.69e6,303.4e6,4.263e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,311.4e6
10.99e3,nom,10,44,26,20,100,44,26,20,100,near,4.192e-9,5.793e-9,20.97e-6,40.84,505.5e6,9.077e6,506.3e6,649e-6,49.08,2,2,2,2,2,2,2,1,2,2,2,2,507.6e6
10.99e3,nom,10,44,26,20,200,44,26,20,200,fail,4.302e-9,5.743e-9,17.49e-6,34.16,387.2e6,8.281e6,389e6,649.2e-6,49.14,2,2,2,2,2,2,2,1,2,2,2,2,508.6e6
10.99e3,nom,10,44,26,20,300,44,26,20,300,fail,4.363e-9,5.731e-9,15.74e-6,30.25,327.1e6,7.674e6,329.5e6,649.4e-6,49.07,2,2,2,2,2,2,2,1,2,2,2,2,476.6e6
10.99e3,nom,10,44,26,20,400,44,26,20,400,fail,4.404e-9,5.728e-9,14.63e-6,27.83,287.3e6,7.187e6,291e6,649.4e-6,48.98,2,2,2,2,2,2,2,1,2,2,2,2,446e6
11e3,nom,10,44,26,20,500,44,26,20,500,fail,4.435e-9,5.727e-9,13.82e-6,26.19,257.7e6,6.739e6,259.3e6,649.5e-6,48.89,2,2,2,2,2,2,2,1,2,2,2,2,413.4e6
11e3,nom,10,44,26,20,600,44,26,20,600,fail,4.459e-9,5.728e-9,13.21e-6,25.02,234.7e6,6.323e6,237.3e6,649.5e-6,48.81,2,2,2,2,2,2,2,1,2,2,2,2,386.1e6
11e3,nom,10,44,26,20,700,44,26,20,700,fail,4.478e-9,5.729e-9,12.74e-6,24.17,216e6,6.006e6,219e6,649.6e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,365.2e6
11e3,nom,10,44,26,20,800,44,26,20,800,fail,4.495e-9,5.73e-9,12.33e-6,23.5,200.3e6,5.712e6,200.5e6,649.6e-6,48.67,2,2,2,2,2,2,2,1,2,2,2,2,346.7e6
11e3,nom,10,44,26,20,900,44,26,20,900,fail,4.51e-9,5.731e-9,12e-6,22.98,187.1e6,5.435e6,189.1e6,649.6e-6,48.61,2,2,2,2,2,2,2,1,2,2,2,2,329.3e6
11e3,nom,10,44,26,20,1e3,44,26,20,1e3,fail,4.523e-9,5.732e-9,11.71e-6,22.57,175.6e6,5.173e6,178.2e6,649.7e-6,48.55,2,2,2,2,2,2,2,1,2,2,2,2,315.7e6
11e3,nom,10,44,26,60,100,44,26,60,100,pass,4.023e-9,5.99e-9,27.87e-6,68.19,560e6,9.708e6,566.5e6,1.236e-3,48.25,2,2,2,2,2,2,2,1,2,2,2,2,487.6e6
11e3,nom,10,44,26,60,200,44,26,60,200,pass,4.129e-9,5.844e-9,23.33e-6,59.34,472.8e6,8.517e6,476.8e6,1.237e-3,48.9,2,2,2,2,2,2,2,1,2,2,2,2,470.6e6
11e3,nom,10,44,26,60,300,44,26,60,300,pass,4.196e-9,5.791e-9,20.97e-6,54.73,415.8e6,7.725e6,419e6,1.237e-3,49.07,2,2,2,2,2,2,2,1,2,2,2,2,441.6e6
11e3,nom,10,44,26,60,400,44,26,60,400,pass,4.243e-9,5.766e-9,19.49e-6,51.9,366.6e6,7.158e6,370.6e6,1.237e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,411.4e6
11e3,nom,10,44,26,60,500,44,26,60,500,pass,4.282e-9,5.751e-9,18.36e-6,50.02,335.6e6,6.654e6,339e6,1.237e-3,49.15,2,2,2,2,2,2,2,1,2,2,2,2,382e6
11.01e3,nom,10,44,26,60,600,44,26,60,600,pass,4.313e-9,5.742e-9,17.49e-6,48.67,309.8e6,6.22e6,311e6,1.237e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,346.4e6
11.01e3,nom,10,44,26,60,700,44,26,60,700,pass,4.338e-9,5.736e-9,16.82e-6,47.66,286.4e6,5.885e6,289.8e6,1.237e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,337.4e6
11.01e3,nom,10,44,26,60,800,44,26,60,800,pass,4.361e-9,5.733e-9,16.24e-6,46.91,268e6,5.573e6,270.9e6,1.237e-3,49.1,2,2,2,2,2,2,2,1,2,2,2,2,320.2e6
11.01e3,nom,10,44,26,60,900,44,26,60,900,pass,4.381e-9,5.73e-9,15.74e-6,46.33,252.1e6,5.282e6,252.3e6,1.237e-3,49.07,2,2,2,2,2,2,2,1,2,2,2,2,305.1e6
11.01e3,nom,10,44,26,60,1e3,44,26,60,1e3,pass,4.399e-9,5.729e-9,15.33e-6,45.86,237.4e6,5.01e6,239.5e6,1.237e-3,49.04,2,2,2,2,2,2,2,1,2,2,2,2,292.7e6
11.01e3,nom,10,44,26,100,100,44,26,100,100,pass,3.959e-9,6.145e-9,31.57e-6,72.16,740.8e6,10.13e6,744.4e6,1.825e-3,47.33,2,2,2,2,2,2,2,1,2,2,2,2,441.7e6
11.01e3,nom,10,44,26,100,200,44,26,100,200,pass,4.05e-9,5.948e-9,26.72e-6,69.8,499.7e6,8.648e6,500e6,1.826e-3,48.47,2,2,2,2,2,2,2,1,2,2,2,2,450.9e6
11.01e3,nom,10,44,26,100,300,44,26,100,300,pass,4.118e-9,5.86e-9,23.92e-6,65.1,431.8e6,7.75e6,436.8e6,1.826e-3,48.82,2,2,2,2,2,2,2,1,2,2,2,2,420.4e6
11.01e3,nom,10,44,26,100,400,44,26,100,400,pass,4.163e-9,5.82e-9,22.33e-6,62.37,388.1e6,7.118e6,389.9e6,1.826e-3,49,2,2,2,2,2,2,2,1,2,2,2,2,389.1e6
11.02e3,nom,10,44,26,100,500,44,26,100,500,pass,4.204e-9,5.791e-9,20.97e-6,60.41,354.8e6,6.587e6,359.2e6,1.826e-3,49.07,2,2,2,2,2,2,2,1,2,2,2,2,364.6e6
11.02e3,nom,10,44,26,100,600,44,26,100,600,pass,4.236e-9,5.773e-9,19.99e-6,59.09,327.8e6,6.146e6,330.2e6,1.826e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,341.3e6
11.02e3,nom,10,44,26,100,700,44,26,100,700,pass,4.264e-9,5.762e-9,19.2e-6,58.1,305.3e6,5.793e6,307.1e6,1.826e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,308.9e6
11.02e3,nom,10,44,26,100,800,44,26,100,800,pass,4.287e-9,5.754e-9,18.59e-6,57.41,286.1e6,5.466e6,289.6e6,1.826e-3,49.15,2,2,2,2,2,2,2,1,2,2,2,2,295.1e6
11.02e3,nom,10,44,26,100,900,44,26,100,900,pass,4.31e-9,5.747e-9,17.98e-6,56.79,269.3e6,5.169e6,272.3e6,1.826e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,290.6e6
11.02e3,nom,10,44,26,100,1e3,44,26,100,1e3,pass,4.329e-9,5.742e-9,17.49e-6,56.34,254.7e6,4.912e6,255.5e6,1.826e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,278e6
11.02e3,nom,10,44,26,140,100,44,26,140,100,near,3.934e-9,6.236e-9,33.5e-6,83.12,558.7e6,10.68e6,566.2e6,2.413e-3,46.41,2,2,2,2,2,2,2,1,1,2,2,2,443.3e6
11.02e3,nom,10,44,26,140,200,44,26,140,200,pass,4.007e-9,6.029e-9,28.89e-6,74.64,476.7e6,8.814e6,480.7e6,2.414e-3,48.01,2,2,2,2,2,2,2,1,2,2,2,2,433.4e6
11.02e3,nom,10,44,26,140,300,44,26,140,300,pass,4.065e-9,5.931e-9,26.23e-6,70.82,430.5e6,7.782e6,435.6e6,2.415e-3,48.54,2,2,2,2,2,2,2,1,2,2,2,2,407.2e6
